,LOCALITA,DATA,TMEDIA Â°C,TMIN Â°C,TMAX Â°C,PUNTORUGIADA Â°C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Verona,13/5/2004,"""15,4""","""12""","""21,2""","""9,3""","""67""","""11""","""6""","""13""","""0""","""0""","""0""","""1""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Verona,14/5/2004,"""17,4""","""12,4""","""22,4""","""7""","""50""","""11""","""7""","""18""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Verona,15/5/2004,"""17,6""","""13,5""","""22,6""","""5,7""","""46""","""11""","""9""","""18""","""0""","""0""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Verona,16/5/2004,"""18,4""","""13""","""25,2""","""6,8""","""47""","""11""","""14""","""34""","""52""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Verona,17/5/2004,"""17,6""","""10""","""24""","""2,1""","""35""","""10""","""9""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Verona,18/5/2004,"""18,7""","""10,8""","""25,4""","""3,9""","""37""","""10""","""8""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Verona,19/5/2004,"""21,1""","""13,2""","""29""","""6,8""","""39""","""10""","""7""","""22""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Verona,20/5/2004,"""21,9""","""14""","""28,4""","""8,9""","""43""","""9""","""5""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Verona,21/5/2004,"""21,8""","""16""","""28,2""","""7,2""","""39""","""10""","""9""","""21""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Verona,22/5/2004,"""18""","""12""","""23,6""","""8,8""","""55""","""10""","""14""","""22""","""0""","""0""","""0""","""11,9""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Verona,23/5/2004,"""15,4""","""11""","""21,4""","""5""","""50""","""11""","""10""","""35""","""0""","""0""","""0""","""10,9""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Verona,24/5/2004,"""16,1""","""9,9""","""21""","""0,1""","""34""","""11""","""7""","""21""","""0""","""0""","""0""","""0,5""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Verona,25/5/2004,"""16,4""","""8""","""23""","""0,7""","""34""","""10""","""6""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Verona,26/5/2004,"""18,2""","""10""","""24,5""","""4""","""39""","""11""","""6""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Verona,27/5/2004,"""19,8""","""12""","""26,4""","""5,8""","""40""","""11""","""8""","""21""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Verona,28/5/2004,"""17,7""","""13""","""21""","""9,1""","""57""","""10""","""8""","""18""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Verona,29/5/2004,"""17,9""","""10,8""","""23""","""4,6""","""41""","""11""","""6""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Verona,30/5/2004,"""19,4""","""12,6""","""25,4""","""5,3""","""40""","""11""","""7""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Verona,31/5/2004,"""20,5""","""13,6""","""25,5""","""7,7""","""44""","""11""","""6""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Verona,1/6/2004,"""18,6""","""16""","""21,2""","""13,6""","""73""","""9""","""9""","""21""","""0""","""0""","""0""","""0,8""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Verona,2/6/2004,"""20,1""","""15""","""25,4""","""11,2""","""57""","""6""","""7""","""29""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Verona,3/6/2004,"""19,1""","""14,6""","""25,6""","""11,7""","""62""","""11""","""7""","""41""","""80""","""0""","""0""","""4,1""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Verona,4/6/2004,"""21,1""","""14,5""","""27,4""","""10,4""","""50""","""11""","""5""","""17""","""0""","""0""","""0""","""0,8""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Verona,5/6/2004,"""19,9""","""15""","""26,1""","""12""","""60""","""10""","""11""","""31""","""0""","""0""","""0""","""2""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Verona,6/6/2004,"""19,9""","""15""","""25,2""","""8,7""","""48""","""11""","""6""","""15""","""26""","""0""","""0""","""9,9""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Verona,7/6/2004,"""21,8""","""15""","""27""","""7,9""","""41""","""12""","""6""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Verona,8/6/2004,"""23,8""","""16,2""","""29,4""","""9,1""","""39""","""9""","""9""","""34""","""57""","""0""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Verona,9/6/2004,"""25,5""","""16,8""","""32,6""","""12,4""","""44""","""9""","""4""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Verona,10/6/2004,"""26,9""","""18,8""","""34,2""","""11,7""","""39""","""8""","""7""","""15""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Verona,11/6/2004,"""25,3""","""17""","""32,4""","""6,9""","""31""","""10""","""8""","""18""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Verona,12/6/2004,"""24,3""","""16,8""","""30,4""","""8,8""","""37""","""11""","""6""","""28""","""0""","""0""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Verona,13/6/2004,"""18,2""","""14""","""22""","""7,2""","""49""","""11""","""14""","""28""","""39""","""0""","""0""","""11,9""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Verona,14/6/2004,"""21,3""","""17,2""","""26,2""","""3,4""","""31""","""12""","""13""","""31""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Verona,15/6/2004,"""22,2""","""14,9""","""29""","""8,8""","""42""","""10""","""6""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Verona,16/6/2004,"""22,9""","""17""","""28,9""","""11,6""","""49""","""8""","""7""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Verona,17/6/2004,"""23,5""","""20""","""27,2""","""10,9""","""45""","""8""","""12""","""29""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Verona,18/6/2004,"""24,7""","""18,2""","""30,1""","""11,9""","""45""","""8""","""5""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Verona,19/6/2004,"""23,7""","""18""","""28,6""","""12,5""","""49""","""9""","""13""","""29""","""0""","""0""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Verona,20/6/2004,"""19,3""","""15""","""23,3""","""14,6""","""74""","""9""","""9""","""24""","""0""","""0""","""0""","""8,9""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Verona,21/6/2004,"""19,5""","""13""","""24,6""","""9,3""","""52""","""11""","""5""","""37""","""0""","""0""","""0""","""5,1""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Verona,22/6/2004,"""21""","""14,6""","""26,4""","""8,8""","""46""","""9""","""7""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Verona,23/6/2004,"""22,1""","""16,2""","""27,1""","""11,8""","""52""","""8""","""5""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Verona,24/6/2004,"""23,4""","""16,8""","""28,4""","""13,1""","""52""","""7""","""7""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Verona,25/6/2004,"""23,2""","""19""","""30""","""13,3""","""54""","""8""","""14""","""37""","""57""","""0""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Verona,26/6/2004,"""23""","""17,4""","""28,2""","""10,1""","""44""","""11""","""9""","""24""","""0""","""0""","""0""","""8,9""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Verona,27/6/2004,"""25,4""","""18,4""","""31,4""","""12,6""","""45""","""10""","""6""","""17""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Verona,28/6/2004,"""26,6""","""19,8""","""32,8""","""12,7""","""42""","""11""","""5""","""15""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Verona,29/6/2004,"""25,7""","""21,8""","""29,8""","""12,3""","""43""","""11""","""15""","""24""","""0""","""0""","""0""","""0,5""","""temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Verona,30/6/2004,"""25,3""","""19,5""","""30,2""","""11,1""","""41""","""11""","""9""","""22""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Verona,1/7/2004,"""24,7""","""19,6""","""30,8""","""14,9""","""54""","""10""","""7""","""26""","""48""","""0""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Verona,2/7/2004,"""23,8""","""19""","""31,4""","""15,4""","""59""","""9""","""15""","""34""","""41""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Verona,3/7/2004,"""23,4""","""18,8""","""27,2""","""7,5""","""36""","""11""","""13""","""34""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Verona,4/7/2004,"""24,8""","""18,2""","""30,4""","""10,5""","""41""","""11""","""8""","""17""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Verona,5/7/2004,"""25,8""","""19""","""33""","""12,4""","""43""","""10""","""7""","""17""","""44""","""0""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Verona,6/7/2004,"""25,6""","""19,8""","""31""","""15,2""","""53""","""8""","""4""","""9""","""0""","""0""","""0""","""10,9""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Verona,7/7/2004,"""26,3""","""22""","""30,2""","""14,5""","""48""","""10""","""12""","""24""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Verona,8/7/2004,"""25,7""","""21,7""","""30""","""15,6""","""54""","""10""","""9""","""15""","""0""","""0""","""0""","""0,8""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Verona,9/7/2004,"""24,4""","""18""","""29,6""","""10,9""","""43""","""10""","""9""","""21""","""0""","""0""","""0""","""0,5""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Verona,10/7/2004,"""22,8""","""16""","""28,5""","""8,1""","""39""","""11""","""8""","""21""","""29""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Verona,11/7/2004,"""20,1""","""16""","""25,1""","""11,8""","""59""","""12""","""10""","""22""","""37""","""0""","""0""","""1""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Verona,12/7/2004,"""17,9""","""14""","""22,2""","""9,2""","""57""","""11""","""10""","""17""","""0""","""0""","""0""","""7,1""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Verona,13/7/2004,"""21,2""","""13""","""27,2""","""9,9""","""48""","""11""","""7""","""21""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Verona,14/7/2004,"""21,9""","""14""","""27,4""","""15,3""","""66""","""11""","""6""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Verona,15/7/2004,"""23,4""","""15,8""","""29,8""","""16,9""","""67""","""11""","""7""","""17""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Verona,16/7/2004,"""24,9""","""18,6""","""30,4""","""18,9""","""69""","""10""","""8""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Verona,17/7/2004,"""25,7""","""20""","""31,2""","""20,9""","""75""","""9""","""7""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Verona,18/7/2004,"""26,3""","""20,2""","""31,8""","""19,4""","""66""","""9""","""6""","""11""","""0""","""0""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Verona,19/7/2004,"""26,2""","""20,4""","""32,7""","""20,3""","""70""","""11""","""6""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Verona,20/7/2004,"""28""","""21,7""","""33,4""","""21,5""","""68""","""11""","""6""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Verona,21/7/2004,"""27,9""","""21,8""","""34,2""","""21,7""","""69""","""9""","""5""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Verona,22/7/2004,"""28,9""","""22,2""","""35""","""23,1""","""71""","""8""","""7""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Verona,23/7/2004,"""29,8""","""22,6""","""36""","""23,5""","""69""","""8""","""7""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Verona,24/7/2004,"""23,7""","""20""","""30,2""","""22,8""","""95""","""9""","""13""","""44""","""67""","""0""","""0""","""36,1""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Verona,25/7/2004,"""25,4""","""19,8""","""31""","""20,1""","""73""","""11""","""6""","""11""","""0""","""0""","""0""","""7,1""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Verona,26/7/2004,"""24,8""","""20,8""","""28,8""","""20,4""","""77""","""11""","""7""","""22""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Verona,27/7/2004,"""22,6""","""18""","""27""","""17,9""","""75""","""11""","""11""","""24""","""0""","""0""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Verona,28/7/2004,"""22,3""","""16,7""","""27,2""","""16,6""","""70""","""12""","""7""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Verona,29/7/2004,"""23,2""","""17""","""28,4""","""15,3""","""61""","""11""","""7""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Verona,30/7/2004,"""24,6""","""18""","""30""","""19""","""71""","""11""","""7""","""11""","""29""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Verona,31/7/2004,"""25,7""","""18,8""","""31,2""","""20,9""","""75""","""10""","""6""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Verona,1/8/2004,"""26,9""","""20,6""","""33,4""","""22,6""","""77""","""9""","""5""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Verona,2/8/2004,"""27,7""","""22,8""","""32,4""","""25""","""85""","""9""","""4""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Verona,3/8/2004,"""26,5""","""20""","""32,2""","""24,7""","""90""","""7""","""6""","""34""","""55""","""0""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Verona,4/8/2004,"""24,1""","""20""","""29""","""23""","""94""","""9""","""6""","""11""","""0""","""0""","""0""","""13""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Verona,5/8/2004,"""25,2""","""21""","""31""","""22,8""","""87""","""8""","""5""","""15""","""0""","""0""","""0""","""0""","""temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Verona,6/8/2004,"""24,2""","""20""","""30""","""22,9""","""92""","""10""","""5""","""17""","""50""","""0""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Verona,7/8/2004,"""25,9""","""19,6""","""31,4""","""22,3""","""81""","""10""","""7""","""26""","""0""","""0""","""0""","""0""","""temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Verona,8/8/2004,"""23,9""","""20""","""28,7""","""22,4""","""91""","""11""","""7""","""13""","""0""","""0""","""0""","""0,5""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Verona,9/8/2004,"""23,6""","""18,6""","""28,3""","""21,9""","""90""","""10""","""4""","""8""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Verona,10/8/2004,"""25,5""","""20,6""","""30""","""22,9""","""86""","""9""","""8""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Verona,11/8/2004,"""26,1""","""19,8""","""31,4""","""22,8""","""82""","""11""","""7""","""13""","""0""","""0""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Verona,12/8/2004,"""26,7""","""23""","""32,1""","""24,9""","""90""","""8""","""5""","""13""","""0""","""0""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Verona,13/8/2004,"""25,7""","""20""","""31,5""","""22,2""","""81""","""11""","""8""","""17""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Verona,14/8/2004,"""24,1""","""18""","""30""","""18,6""","""71""","""11""","""3""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Verona,15/8/2004,"""24,6""","""17,7""","""30,6""","""18,1""","""67""","""11""","""7""","""15""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Verona,16/8/2004,"""24,9""","""18""","""31,2""","""17,5""","""64""","""12""","""7""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Verona,17/8/2004,"""25,3""","""18,9""","""31,6""","""19,4""","""70""","""11""","""11""","""21""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Verona,18/8/2004,"""26,8""","""20,4""","""32,4""","""20,2""","""67""","""11""","""8""","""18""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Verona,19/8/2004,"""27,1""","""20,4""","""33,8""","""21,4""","""71""","""11""","""7""","""21""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Verona,20/8/2004,"""26,8""","""21""","""32,4""","""20,1""","""67""","""11""","""11""","""24""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Verona,21/8/2004,"""21""","""16""","""28""","""17,1""","""78""","""11""","""8""","""28""","""52""","""0""","""0""","""2""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Verona,22/8/2004,"""21,9""","""13""","""30""","""11,5""","""52""","""11""","""5""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Verona,23/8/2004,"""23,6""","""16""","""30,2""","""16,9""","""66""","""11""","""6""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Verona,24/8/2004,"""23,5""","""18,9""","""29,2""","""19,4""","""78""","""12""","""6""","""13""","""0""","""0""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Verona,25/8/2004,"""23,9""","""18,2""","""30""","""19""","""74""","""11""","""5""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Verona,26/8/2004,"""22,1""","""16,8""","""27,8""","""18,2""","""79""","""11""","""9""","""29""","""0""","""0""","""0""","""7,9""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Verona,27/8/2004,"""22,1""","""14,4""","""29,4""","""13,3""","""57""","""10""","""6""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Verona,28/8/2004,"""23""","""14,8""","""30,1""","""16,6""","""67""","""11""","""7""","""15""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Verona,29/8/2004,"""24,3""","""17""","""30""","""17,7""","""67""","""11""","""5""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Verona,30/8/2004,"""24,1""","""19""","""29,8""","""19,6""","""76""","""11""","""5""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Verona,31/8/2004,"""23,6""","""18""","""29,2""","""19,1""","""76""","""10""","""8""","""26""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Verona,1/9/2004,"""21,8""","""18""","""26,3""","""15,9""","""69""","""11""","""16""","""29""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Verona,2/9/2004,"""22,6""","""15,6""","""29,2""","""17,4""","""72""","""10""","""4""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Verona,3/9/2004,"""24,2""","""18""","""31,4""","""19,3""","""74""","""10""","""6""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Verona,4/9/2004,"""25,4""","""19""","""32,4""","""18,9""","""67""","""10""","""7""","""31""","""0""","""0""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Verona,5/9/2004,"""25,1""","""18,8""","""30,6""","""15,3""","""55""","""11""","""12""","""29""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Verona,6/9/2004,"""24,4""","""18""","""29,4""","""10,5""","""42""","""11""","""15""","""28""","""41""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Verona,7/9/2004,"""23""","""17""","""29,2""","""13,6""","""55""","""11""","""8""","""15""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Verona,8/9/2004,"""22,8""","""15,6""","""29,5""","""13,9""","""57""","""10""","""6""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Verona,9/9/2004,"""21,7""","""14,8""","""28,2""","""15,4""","""67""","""10""","""12""","""28""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Verona,10/9/2004,"""21,3""","""16""","""26,2""","""15,7""","""70""","""11""","""9""","""15""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Verona,11/9/2004,"""20,8""","""14""","""26,4""","""15,6""","""72""","""11""","""7""","""13""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Verona,12/9/2004,"""19,6""","""15""","""23,4""","""19""","""96""","""7""","""5""","""17""","""0""","""0""","""0""","""1""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Verona,13/9/2004,"""19,9""","""13,8""","""26""","""16,4""","""80""","""8""","""5""","""17""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Verona,14/9/2004,"""18,9""","""16,8""","""23""","""18,4""","""97""","""5""","""7""","""15""","""0""","""0""","""0""","""42,9""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Verona,15/9/2004,"""19,8""","""16,4""","""24""","""19,4""","""98""","""6""","""8""","""17""","""0""","""0""","""0""","""13""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Verona,16/9/2004,"""17,8""","""13""","""23""","""14,3""","""80""","""11""","""11""","""29""","""47""","""0""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Verona,17/9/2004,"""18,3""","""12""","""24,6""","""12,7""","""70""","""11""","""6""","""15""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Verona,18/9/2004,"""18,3""","""12,4""","""24,7""","""14""","""76""","""10""","""4""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Verona,19/9/2004,"""19""","""12""","""25,6""","""14,8""","""77""","""9""","""4""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Verona,20/9/2004,"""20,1""","""13""","""26,6""","""15,9""","""77""","""9""","""5""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Verona,21/9/2004,"""20,4""","""14""","""26,6""","""17,5""","""83""","""7""","""6""","""18""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Verona,22/9/2004,"""20""","""13,8""","""26,6""","""16,6""","""81""","""4""","""3""","""9""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Verona,23/9/2004,"""20,3""","""13,4""","""28,2""","""16,7""","""80""","""4""","""5""","""11""","""0""","""0""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
